dataset,optimiser_variant,batch_size,with_rff,learning_rate,l2_radius,tail_avg_loss,time_elapsed_sec
imdb,sgd,256,False,0.1,5.0,0.9999401900256716,4.0277043000096455
imdb,momentum,1,False,0.1,5.0,0.7959081174079466,134.38421069999458
imdb,momentum,8,False,0.1,5.0,0.9769119069470091,24.157808699994348
imdb,momentum,32,False,0.1,5.0,0.9965978436251558,10.205803299992112
imdb,momentum,128,False,0.1,5.0,1.0008825253145,4.995749399997294
imdb,momentum,256,False,0.1,5.0,0.9993804472390516,4.038364799998817
imdb,adagrad,1,False,0.1,5.0,0.9445880605495425,145.43876160000218
imdb,adagrad,8,False,0.1,5.0,0.9877363312267238,25.784665099999984
imdb,adagrad,32,False,0.1,5.0,0.9964529637914121,10.02884090000589
imdb,adagrad,128,False,0.1,5.0,0.999218625586084,5.166619199997513
imdb,adagrad,256,False,0.1,5.0,0.9996526761086322,4.393852900000638
imdb,sgd,1,True,0.1,5.0,0.8653858,44.968556299994816
imdb,sgd,8,True,0.1,5.0,0.9939747,28.331080499992822
imdb,sgd,32,True,0.1,5.0,0.9992498,26.364816800007247
imdb,sgd,128,True,0.1,5.0,0.9999124,25.836772599999676
imdb,sgd,256,True,0.1,5.0,0.999959,25.8126947000128
imdb,momentum,1,True,0.1,5.0,0.83742285,46.91378699999768
imdb,momentum,8,True,0.1,5.0,0.9792011,28.47391919999791
imdb,momentum,32,True,0.1,5.0,0.9955282,26.37312460000976
imdb,momentum,128,True,0.1,5.0,0.99917686,25.881090000009863
imdb,momentum,256,True,0.1,5.0,0.99960095,25.83797229999618
imdb,adagrad,1,True,0.1,5.0,0.9406705,47.650275399995735
imdb,adagrad,8,True,0.1,5.0,0.98561513,28.58729680000397
imdb,adagrad,32,True,0.1,5.0,0.9955442,26.437353599991184
imdb,adagrad,128,True,0.1,5.0,0.99901223,25.724757400006638
imdb,adagrad,256,True,0.1,5.0,0.9995849,25.841508900004555
imdb,sgd,1,False,1.0,0.1,0.9946334653930307,132.93925239999953
imdb,sgd,8,False,1.0,0.1,0.999247258523231,23.699907500005793
imdb,sgd,32,False,1.0,0.1,0.9997621630494615,10.562438599998131
imdb,sgd,128,False,1.0,0.1,0.9999166545005673,5.025035400001798
imdb,sgd,256,False,1.0,0.1,0.9999496558585339,4.3836051000107545
imdb,momentum,1,False,1.0,0.1,0.9964071981094377,135.55334280000534
imdb,momentum,8,False,1.0,0.1,0.999168981419857,24.29119580000406
imdb,momentum,32,False,1.0,0.1,0.9997466051643442,10.545641799995792
imdb,momentum,128,False,1.0,0.1,0.9999418630908351,6.199462299991865
imdb,momentum,256,False,1.0,0.1,0.9999773554257279,4.338767200009897
imdb,adagrad,1,False,1.0,0.1,0.9975891997573311,145.35587689999375
imdb,adagrad,8,False,1.0,0.1,0.999679172108672,25.65201900000102
imdb,adagrad,32,False,1.0,0.1,0.9998900057633022,10.142355200005113
imdb,adagrad,128,False,1.0,0.1,0.9998970133960774,6.134301199999754
imdb,adagrad,256,False,1.0,0.1,0.9998972688556573,4.386480200002552
imdb,sgd,1,True,1.0,0.1,0.995544,45.16763949999586
imdb,sgd,8,True,1.0,0.1,0.9992838,28.25297299999511
imdb,sgd,32,True,1.0,0.1,0.99976385,26.283483100007288
imdb,sgd,128,True,1.0,0.1,0.99990225,25.74335579999024
imdb,sgd,256,True,1.0,0.1,0.99994993,25.836659099993994
imdb,momentum,1,True,1.0,0.1,0.99679744,46.75581329999841
imdb,momentum,8,True,1.0,0.1,0.9992476,28.574252600010368
